Player,Team,#,Nation,Position,Age,Minutes,Goals,Assists,Penalty Shoot on Goal,Penalty Shoot,Total Shoot,Shoot on Target,Yellow Cards,Red Cards,Touches,Dribbles,Tackles,Blocks,Expected Goals (xG),Non-Penalty xG (npxG),Expected Assists (xAG),Shot-Creating Actions,Goal-Creating Actions,Passes Completed,Passes Attempted,Pass Completion %,Progressive Passes,Carries,Progressive Carries,Dribble Attempts,Successful Dribbles,Date
Rafa Mir,Valencia,11,ESP,"RM,FW,LM",27,83,0,1,0,0,2,0,0,0,20,2,0,0,0.1,0.1,0.4,1,1,11,14,"78,6",1,14,0,0,0,23/08/2024
Alberto Marí,Valencia,19,ESP,FW,23,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,4,"50,0",1,2,0,0,0,23/08/2024
Jesus Vazquez,Valencia,21,ESP,LB,21,90,0,0,0,0,1,1,0,0,64,2,0,2,0,0,0,0,0,40,50,"80,0",3,33,4,4,2,23/08/2024
Yarek Gasiorowski,Valencia,24,ESP,CB,19,90,0,0,0,0,1,0,0,0,61,3,0,1,0.1,0.1,0.1,3,0,45,53,"84,9",2,44,1,0,0,23/08/2024
Cristhian Mosquera,Valencia,3,ESP,CB,20,90,0,0,0,0,0,0,0,0,75,1,1,1,0,0,0,0,0,64,71,"90,1",5,57,2,0,0,23/08/2024
Thierry Correia,Valencia,12,POR,RB,25,76,0,0,0,0,1,1,0,0,71,3,1,2,0.1,0.1,0,2,0,44,58,"75,9",7,47,4,2,1,23/08/2024
Dimitri Foulquier,Valencia,20,FRA,RB,31,14,0,0,0,0,0,0,0,0,22,0,0,1,0,0,0.1,1,0,13,21,"61,9",3,18,1,0,0,23/08/2024
Giorgi Mamardashvili,Valencia,25,GEO,GK,23,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,24,30,"80,0",0,20,0,0,0,23/08/2024
Isaac Romero,Sevilla,7,ESP,FW,24,76,0,0,0,0,2,2,1,0,17,0,0,0,0.4,0.4,0,3,0,9,12,"75,0",2,12,0,6,4,23/08/2024
Kelechi Iheanacho,Sevilla,9,NGA,FW,27,14,0,0,0,0,1,1,0,0,4,0,0,0,0.1,0.1,0,0,0,3,3,"100,0",0,2,0,0,0,23/08/2024
Lucas Ocampos,Sevilla,5,ARG,LW,30,85,0,1,0,0,0,0,0,0,51,2,0,0,0,0,0,1,1,28,41,"68,3",1,33,0,1,0,23/08/2024
Jesús Navas,Sevilla,16,ESP,LW,38,5,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0.1,1,0,4,6,"66,7",0,7,2,1,0,23/08/2024
Dodi Lukebakio,Sevilla,11,BEL,RW,26,70,1,0,0,0,1,1,0,0,33,0,0,2,0,0,0.1,4,0,17,24,"70,8",0,20,8,1,0,23/08/2024
Djibril Sow,Sevilla,20,SUI,RW,27,20,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,5,8,"62,5",1,5,0,0,0,23/08/2024
Saúl Ñíguez,Sevilla,17,ESP,LM,29,90,0,0,0,0,4,1,0,0,73,4,0,3,0.3,0.3,0,4,1,50,60,"83,3",11,50,1,3,1,23/08/2024
Lucien Agoume,Sevilla,18,FRA,CM,22,90,0,0,0,0,0,0,0,0,73,3,2,1,0,0,0,2,0,59,66,"89,4",7,43,2,0,0,23/08/2024
Juanlu Sánchez,Sevilla,26,ESP,RM,21,70,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,1,0,11,15,"73,3",1,9,1,0,0,23/08/2024
Chidera Ejuke,Sevilla,21,NGA,RM,26,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,6,12,"50,0",1,15,2,7,6,23/08/2024
Adrià Pedrosa,Sevilla,3,ESP,LB,26,90,0,0,0,0,3,0,0,0,71,2,0,3,0.1,0.1,0.1,2,0,41,53,"77,4",4,35,1,2,1,23/08/2024
Kike Salas,Sevilla,4,ESP,CB,22,76,0,0,0,0,2,0,0,0,77,1,0,1,0.1,0.1,0,0,0,55,68,"80,9",3,46,0,0,0,23/08/2024
Marcão,Sevilla,23,BRA,CB,28,14,0,0,0,0,0,0,1,0,23,2,1,0,0,0,0,0,0,16,19,"84,2",4,17,0,1,0,23/08/2024
Loïc Bade,Sevilla,22,FRA,CB,24,90,0,0,0,0,1,1,0,0,89,2,0,0,0,0,0,1,0,75,83,"90,4",1,62,0,2,2,23/08/2024
Carmona,Sevilla,32,ESP,RB,22,90,0,0,0,0,2,1,1,0,94,2,4,0,0.1,0.1,0,3,0,76,82,"92,7",5,57,1,2,0,23/08/2024
Ørjan Nyland,Sevilla,13,NOR,GK,33,90,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,1,0,22,31,"71,0",0,20,0,0,0,23/08/2024
Arnaut Danjuma,Villarreal,9,NED,FW,27,64,1,0,0,0,2,2,1,0,14,1,0,0,0.3,0.3,0,1,0,7,8,"87,5",0,6,1,1,0,23/08/2024
Ayoze Pérez,Villarreal,22,ESP,FW,31,26,1,0,0,0,2,1,1,0,13,0,0,1,0.2,0.2,0,0,0,3,4,"75,0",0,8,1,2,0,23/08/2024
Nicolas Pépé,Villarreal,19,CIV,FW,29,64,0,0,0,0,3,2,0,0,25,1,0,0,0.3,0.3,0,0,0,13,20,"65,0",4,15,1,1,1,23/08/2024
Thierno Barry,Villarreal,15,FRA,FW,21,26,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,7,"28,6",0,6,0,1,0,23/08/2024
Alex Baena,Villarreal,16,ESP,LM,23,90,0,1,0,0,0,0,1,0,39,0,0,3,0,0,0.6,4,1,17,27,"63,0",5,20,0,3,1,23/08/2024
Pape Gueye,Villarreal,18,SEN,CM,25,90,0,0,0,0,0,0,0,0,45,3,2,0,0,0,0,1,0,21,32,"65,6",3,18,0,1,0,23/08/2024
Santi Comesaña,Villarreal,14,ESP,CM,27,72,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,3,0,29,33,"87,9",9,24,2,1,1,23/08/2024
Daniel Parejo,Villarreal,10,ESP,CM,35,18,0,0,0,0,0,0,1,0,11,0,0,1,0,0,0,2,1,8,9,"88,9",0,2,0,0,0,23/08/2024
Ilias Akhomach,Villarreal,11,MAR,RM,20,72,0,0,0,0,1,1,0,0,32,1,1,2,0,0,0,1,0,10,16,"62,5",0,21,1,5,0,23/08/2024
Yeremi Pino,Villarreal,21,ESP,RM,21,18,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,5,12,"41,7",0,6,0,0,0,23/08/2024
Sergi Cardona,Villarreal,23,ESP,LB,25,90,0,0,0,0,0,0,0,0,57,4,2,1,0,0,0,3,1,34,44,"77,3",2,23,1,0,0,23/08/2024
Eric Bailly,Villarreal,4,CIV,CB,30,84,0,0,0,0,0,0,1,0,49,0,0,0,0,0,0,0,0,37,47,"78,7",2,29,0,0,0,23/08/2024
Raúl Albiol,Villarreal,3,ESP,CB,38,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,9,"77,8",0,3,0,0,0,23/08/2024
Willy Kambwala,Villarreal,5,FRA,CB,19,90,0,0,0,0,0,0,0,0,50,4,0,1,0,0,0,0,0,30,41,"73,2",2,20,0,0,0,23/08/2024
Kiko Femenía,Villarreal,17,ESP,RB,33,90,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,1,1,44,50,"88,0",0,17,1,0,0,23/08/2024
Diego Conde,Villarreal,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,0,0,26,38,"68,4",0,19,0,0,0,23/08/2024
Robert Lewandowski,Barcelona,9,POL,FW,36,90,1,0,0,0,6,2,1,0,36,0,0,0,1.2,1.2,0,3,0,15,26,"57,7",1,16,0,0,0,24/08/2024
Ferrán Torres,Barcelona,7,ESP,LW,24,62,0,0,0,0,1,1,0,0,26,0,0,0,0,0,0,2,0,16,21,"76,2",1,13,0,4,3,24/08/2024
Fermin López,Barcelona,16,ESP,AM,21,28,0,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0,0,9,10,"90,0",2,9,0,1,0,24/08/2024
Lamine Yamal,Barcelona,19,ESP,RW,17,89,1,0,0,0,2,1,0,0,53,2,0,0,0.1,0.1,0,2,0,27,39,"69,2",4,34,5,8,3,24/08/2024
Pau Victor Delgado,Barcelona,18,ESP,RW,22,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"0,0",0,0,0,0,0,24/08/2024
Raphinha,Barcelona,11,BRA,"AM,LW",27,90,0,0,0,0,4,1,0,0,63,3,2,1,0.5,0.5,0.9,5,1,38,49,"77,6",9,35,2,5,3,24/08/2024
Pedri,Barcelona,8,ESP,DM,21,90,0,0,0,0,0,0,0,0,62,2,1,1,0,0,0.5,4,0,46,54,"85,2",10,35,3,3,2,24/08/2024
Marc Bernal,Barcelona,28,ESP,DM,17,82,0,0,0,0,0,0,1,0,56,1,0,0,0,0,0,0,0,51,53,"96,2",4,29,0,2,2,24/08/2024
Eric García,Barcelona,24,ESP,DM,23,8,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,2,"100,0",0,1,0,0,0,24/08/2024
Alejandro Balde,Barcelona,3,ESP,LB,20,89,0,0,0,0,0,0,0,0,68,1,1,1,0,0,0.1,5,2,51,58,"87,9",2,40,6,4,0,24/08/2024
Gerard Martín,Barcelona,35,ESP,LB,22,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,"50,0",0,0,0,0,0,24/08/2024
Iñigo Martínez,Barcelona,5,ESP,CB,33,90,0,0,0,0,0,0,0,0,104,2,0,1,0,0,0,2,1,91,98,"92,9",10,68,2,0,0,24/08/2024
Pau Cubarsí,Barcelona,2,ESP,CB,17,90,0,0,0,0,0,0,1,0,91,1,0,0,0,0,0,0,0,82,88,"93,2",2,51,0,0,0,24/08/2024
Jules Koundé,Barcelona,23,FRA,RB,25,90,0,0,0,0,0,0,0,0,79,3,1,3,0,0,0.1,1,0,61,69,"88,4",8,31,1,2,0,24/08/2024
Marc-André ter Stegen,Barcelona,1,GER,GK,32,90,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,37,38,"97,4",0,27,0,0,0,24/08/2024
Iñaki Williams,Athletic Club,9,GHA,FW,30,77,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,1,0,9,14,"64,3",2,14,0,2,0,24/08/2024
Gorka Guruzeta,Athletic Club,12,ESP,FW,27,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,"100,0",0,2,0,1,0,24/08/2024
Nico Williams,Athletic Club,10,ESP,LW,22,90,0,0,0,0,3,0,0,0,36,2,1,0,0.1,0.1,0,5,1,14,24,"58,3",2,25,4,6,3,24/08/2024
Álex Berenguer,Athletic Club,7,ESP,RW,29,71,0,0,0,0,1,0,1,0,28,2,2,1,0,0,0,3,1,12,21,"57,1",1,17,0,1,0,24/08/2024
Adu Ares,Athletic Club,23,ESP,RW,22,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,9,"55,6",3,8,1,1,0,24/08/2024
Oihan Sancet,Athletic Club,8,ESP,AM,24,61,1,0,1,1,0,0,0,0,27,1,0,0,0.8,0,0,0,0,16,20,"80,0",2,18,3,1,0,24/08/2024
Unai Gómez,Athletic Club,20,ESP,AM,21,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,"100,0",1,2,0,0,0,24/08/2024
Mikel Vesga,Athletic Club,6,ESP,DM,31,62,0,0,0,0,0,0,0,0,18,1,0,1,0,0,0,0,0,10,15,"66,7",1,9,0,0,0,24/08/2024
Mikel Jauregizar,Athletic Club,31,ESP,DM,20,28,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,7,9,"77,8",0,2,0,0,0,24/08/2024
Beñat Prados,Athletic Club,24,ESP,DM,23,77,0,0,0,0,2,1,0,0,32,1,1,4,0,0,0,0,0,20,24,"83,3",1,19,0,0,0,24/08/2024
Ander Herrera,Athletic Club,21,ESP,DM,35,13,0,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0,0,10,11,"90,9",0,6,0,1,1,24/08/2024
Yuri Berchiche,Athletic Club,17,ESP,LB,34,90,0,0,0,0,0,0,0,0,38,2,0,4,0,0,0.1,1,0,26,28,"92,9",4,13,1,1,0,24/08/2024
Yeray Álvarez,Athletic Club,5,ESP,CB,29,90,0,0,0,0,1,0,1,0,50,1,4,2,0.1,0.1,0,2,0,30,37,"81,1",3,28,0,3,2,24/08/2024
Daniel Vivian,Athletic Club,3,ESP,CB,25,90,0,0,0,0,0,0,0,0,58,1,2,2,0,0,0,2,0,39,45,"86,7",2,36,0,0,0,24/08/2024
Iñigo Lekue,Athletic Club,15,ESP,RB,31,90,0,0,0,0,0,0,1,0,46,1,1,1,0,0,0,0,0,34,40,"85,0",3,24,2,0,0,24/08/2024
Alex Padilla,Athletic Club,26,ESP,GK,20,90,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,18,33,"54,5",0,21,0,0,0,24/08/2024
Mikel Oyarzabal,Real Sociedad,10,ESP,FW,27,66,0,0,0,0,0,0,1,0,19,0,0,2,0,0,0,2,0,10,13,"76,9",1,10,0,0,0,24/08/2024
Umar Sadiq,Real Sociedad,19,NGA,FW,27,24,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,3,"66,7",1,7,0,0,0,24/08/2024
Sheraldo Becker,Real Sociedad,11,SUR,LM,29,85,0,0,0,0,1,1,0,0,31,0,0,1,0,0,0,1,0,12,20,"60,0",2,20,4,3,1,24/08/2024
Pablo Marín,Real Sociedad,28,ESP,LM,21,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,"100,0",0,1,0,0,0,24/08/2024
Beñat Turrientes,Real Sociedad,22,ESP,CM,22,66,0,0,0,0,1,0,1,0,43,2,0,1,0.1,0.1,0,1,0,36,38,"94,7",7,22,1,0,0,24/08/2024
Takefusa Kubo,Real Sociedad,14,JPN,CM,23,24,1,0,0,0,1,1,0,0,11,0,0,2,0.1,0.1,0,1,1,2,4,"50,0",0,8,1,2,1,24/08/2024
Brais Méndez,Real Sociedad,23,ESP,CM,27,65,0,0,0,0,2,0,0,0,50,2,0,0,0.3,0.3,0,1,0,31,42,"73,8",6,32,2,3,1,24/08/2024
Olasagasti,Real Sociedad,16,ESP,CM,24,25,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,11,13,"84,6",1,7,1,0,0,24/08/2024
Sergio Gómez,Real Sociedad,17,ESP,RM,23,90,0,0,0,0,2,1,0,0,66,2,0,1,0.1,0.1,0.4,5,0,47,60,"78,3",3,23,1,2,1,24/08/2024
Martín Zubimendi,Real Sociedad,4,ESP,DM,25,90,0,0,0,0,0,0,0,0,80,0,4,0,0,0,0,0,0,62,65,"95,4",5,42,4,0,0,24/08/2024
Javi López,Real Sociedad,12,ESP,LB,22,90,0,0,0,0,0,0,0,0,59,1,1,0,0,0,0,2,0,47,53,"88,7",8,26,2,2,1,24/08/2024
Jon Pacheco,Real Sociedad,20,ESP,CB,23,90,0,0,0,0,1,0,0,0,86,0,1,0,0.1,0.1,0,0,0,74,83,"89,2",4,63,3,0,0,24/08/2024
Aritz Elustondo,Real Sociedad,6,ESP,CB,30,90,0,0,0,0,0,0,0,0,71,1,0,4,0,0,0,0,0,51,61,"83,6",2,33,2,0,0,24/08/2024
Hamari Traoré,Real Sociedad,18,MLI,RB,32,82,0,1,0,0,0,0,0,0,70,1,1,0,0,0,0.2,2,1,57,65,"87,7",4,35,3,2,1,24/08/2024
Jon Aramburu,Real Sociedad,27,VEN,RB,22,8,0,0,0,0,0,0,0,0,12,1,1,1,0,0,0,0,0,4,5,"80,0",0,2,0,1,0,24/08/2024
Álex Remiro,Real Sociedad,1,ESP,GK,29,90,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,32,38,"84,2",0,18,0,0,0,24/08/2024
Kylian Mbappé,Real Madrid,9,FRA,FW,25,85,0,0,0,0,4,3,0,0,41,0,0,0,1,1,0,0,0,24,28,"85,7",1,31,2,5,4,25/08/2024
Endrick,Real Madrid,16,BRA,FW,18,5,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,"100,0",0,1,0,0,0,25/08/2024
Vinicius Júnior,Real Madrid,7,BRA,LW,24,84,0,0,0,0,1,0,0,0,48,0,0,0,0,0,1,7,0,32,38,"84,2",2,37,6,9,5,25/08/2024
Dani Ceballos,Real Madrid,19,ESP,"AM,LW",28,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,1,10,10,"100,0",0,6,0,3,2,25/08/2024
Rodrygo,Real Madrid,11,BRA,RW,23,68,0,1,0,0,0,0,0,0,55,0,0,2,0,0,0,2,1,38,47,"80,9",1,44,4,3,0,25/08/2024
Luka Modrić,Real Madrid,10,CRO,DM,38,22,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,1,1,18,24,"75,0",1,18,0,1,1,25/08/2024
Arda Güler,Real Madrid,15,TUR,AM,19,68,0,0,0,0,5,3,1,0,60,3,0,1,0.5,0.5,0.2,7,1,38,48,"79,2",4,44,2,4,1,25/08/2024
Brahim Díaz,Real Madrid,21,MAR,"RW,LW",25,22,1,1,0,0,1,1,0,0,18,1,0,0,0.3,0.3,0,2,1,15,15,"100,0",2,14,4,1,1,25/08/2024
Aurélien Tchouaméni,Real Madrid,14,FRA,DM,24,90,0,0,0,0,1,0,0,0,101,1,1,1,0,0,0,1,0,86,90,"95,6",23,65,3,1,1,25/08/2024
Federico Valverde,Real Madrid,8,URU,"DM,AM,RW",26,90,1,0,0,0,2,1,0,0,73,3,2,2,0,0,0.3,2,0,55,61,"90,2",11,54,2,1,1,25/08/2024
Fran Garcia,Real Madrid,20,ESP,LB,25,90,0,0,0,0,0,0,0,0,75,3,2,0,0,0,0.2,3,0,63,67,"94,0",8,51,0,0,0,25/08/2024
Antonio Rüdiger,Real Madrid,22,GER,CB,31,90,0,0,0,0,2,0,0,0,91,0,0,1,0.2,0.2,0,2,0,80,86,"93,0",7,62,0,0,0,25/08/2024
Éder Militão,Real Madrid,3,BRA,CB,26,90,0,1,0,0,0,0,0,0,89,1,2,1,0,0,0.3,3,1,74,81,"91,4",10,61,1,3,3,25/08/2024
Dani Carvajal,Real Madrid,2,ESP,RB,32,90,0,0,0,0,0,0,0,0,74,4,1,2,0,0,0,2,0,55,63,"87,3",6,35,0,0,0,25/08/2024
Thibaut Courtois,Real Madrid,1,BEL,GK,32,90,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,28,30,"93,3",0,17,0,0,0,25/08/2024
Aitor Ruibal,Real Betis,24,ESP,FW,28,62,0,0,0,0,1,0,0,0,19,1,0,0,0,0,0.4,4,0,11,12,"91,7",1,10,0,1,0,25/08/2024
Ezequiel Ávila,Real Betis,9,ARG,FW,30,28,0,0,0,0,1,1,1,0,17,0,0,0,0.1,0.1,0.2,3,0,9,11,"81,8",0,9,1,0,0,25/08/2024
Juanmi,Real Betis,7,ESP,LW,31,62,0,0,0,0,2,0,1,0,22,1,0,1,0.4,0.4,0,0,0,12,16,"75,0",0,11,1,2,2,25/08/2024
Abde Ezzalzouli,Real Betis,10,MAR,LW,22,28,0,0,0,0,3,1,0,0,26,0,0,0,0.2,0.2,0,2,0,14,20,"70,0",2,15,3,1,0,25/08/2024
Pablo Fornals,Real Betis,18,ESP,RW,28,75,0,0,0,0,1,0,0,0,48,1,1,3,0.1,0.1,0.6,5,0,27,34,"79,4",6,21,2,3,1,25/08/2024
Rodri,Real Betis,17,ESP,RW,24,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,7,8,"87,5",1,6,0,3,2,25/08/2024
Nabil Fekir,Real Betis,8,FRA,AM,31,90,0,0,0,0,5,1,0,0,63,0,0,2,0.6,0.6,0,3,0,38,48,"79,2",5,42,4,3,0,25/08/2024
Marc Roca,Real Betis,21,ESP,DM,27,90,0,0,0,0,0,0,1,0,65,3,1,1,0,0,0,3,0,49,60,"81,7",6,37,3,0,0,25/08/2024
William Carvalho,Real Betis,14,POR,DM,32,90,0,0,0,0,1,0,0,0,99,2,2,0,0,0,0,3,0,75,91,"82,4",12,66,0,2,2,25/08/2024
Ricardo Rodríguez,Real Betis,12,SUI,LB,32,45,0,0,0,0,0,0,0,0,43,0,2,1,0,0,0.1,1,0,33,37,"89,2",2,23,0,0,0,25/08/2024
Romain Perraud,Real Betis,15,FRA,LB,26,45,0,0,0,0,0,0,1,0,40,2,1,0,0,0,0,0,0,33,35,"94,3",2,17,0,0,0,25/08/2024
Diego Llorente,Real Betis,3,ESP,CB,31,90,0,0,0,0,0,0,0,0,69,1,3,1,0,0,0,0,0,48,58,"82,8",0,33,1,0,0,25/08/2024
Marc Bartra,Real Betis,5,ESP,CB,33,85,0,0,0,0,0,0,0,0,68,1,0,2,0,0,0,1,0,47,58,"81,0",3,40,0,2,1,25/08/2024
Natan,Real Betis,6,BRA,CB,23,5,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,4,5,"80,0",0,3,0,0,0,25/08/2024
Youssouf Sabaly,Real Betis,23,SEN,RB,31,90,0,0,0,0,0,0,0,0,63,3,0,1,0,0,0,1,0,38,52,"73,1",1,25,0,0,0,25/08/2024
Rui Silva,Real Betis,1,POR,GK,30,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,29,35,"82,9",0,24,0,0,0,25/08/2024
Julián Álvarez,Atlético Madrid,19,ARG,FW,24,80,0,0,0,0,1,0,0,0,20,1,0,0,0,0,0,1,1,11,15,"73,3",0,12,1,0,0,25/08/2024
Alexander Sørloth,Atlético Madrid,9,NOR,FW,28,10,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,2,5,"40,0",0,5,0,1,0,25/08/2024
Antoine Griezmann,Atlético Madrid,7,FRA,FW,33,80,1,1,0,0,1,1,0,0,28,0,1,3,0.1,0.1,0.1,3,1,17,19,"89,5",3,9,1,1,0,25/08/2024
Ángel Correa,Atlético Madrid,10,ARG,FW,29,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,"85,7",1,2,0,0,0,25/08/2024
Samuel Lino,Atlético Madrid,12,BRA,"CM,LB",24,67,0,0,0,0,2,2,0,0,50,2,1,3,0.1,0.1,0.1,2,0,30,39,"76,9",4,25,4,2,2,25/08/2024
Reinildo Mandava,Atlético Madrid,23,MOZ,LB,30,23,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,5,6,"83,3",0,5,0,1,0,25/08/2024
Pablo Barrios,Atlético Madrid,8,ESP,CM,21,90,0,0,0,0,1,0,0,0,67,5,2,1,0,0,0,4,1,47,50,"94,0",2,27,0,1,0,25/08/2024
Rodrigo De Paul,Atlético Madrid,5,ARG,CM,30,58,0,0,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,33,37,"89,2",5,26,1,0,0,25/08/2024
Koke,Atlético Madrid,6,ESP,CM,32,32,1,0,0,0,1,1,0,0,25,2,2,0,0.7,0.7,0,1,0,19,21,"90,5",0,10,0,0,0,25/08/2024
Rodrigo Riquelme,Atlético Madrid,17,ESP,LB,24,57,0,0,0,0,2,1,0,0,44,1,0,0,0.2,0.2,0.1,2,0,30,34,"88,2",3,31,3,4,2,25/08/2024
Conor Gallagher,Atlético Madrid,4,ENG,CM,24,33,0,0,0,0,0,0,0,0,16,3,0,1,0,0,0,0,0,6,9,"66,7",0,7,0,0,0,25/08/2024
César Azpilicueta,Atlético Madrid,3,ESP,CB,34,90,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,1,0,62,71,"87,3",5,39,0,0,0,25/08/2024
José María Giménez,Atlético Madrid,2,URU,CB,29,90,0,0,0,0,0,0,0,0,84,0,1,2,0,0,0,0,0,64,74,"86,5",3,48,0,0,0,25/08/2024
Robin Le Normand,Atlético Madrid,24,ESP,CB,27,90,0,0,0,0,0,0,0,0,55,5,0,0,0,0,0,0,0,40,44,"90,9",2,34,0,0,0,25/08/2024
Marcos Llorente,Atlético Madrid,14,ESP,RB,29,90,1,1,0,0,1,1,0,0,44,2,1,0,0,0,0.7,2,2,29,36,"80,6",2,25,1,3,1,25/08/2024
Jan Oblak,Atlético Madrid,13,SVN,GK,31,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,19,21,"90,5",0,10,0,0,0,25/08/2024
Arnaut Danjuma,Villarreal,9,NED,FW,27,58,0,0,0,0,1,0,0,0,14,1,0,1,0,0,0,1,0,9,9,"100,0",0,7,1,1,0,26/08/2024
Thierno Barry,Villarreal,15,FRA,FW,21,32,1,0,0,0,2,1,0,0,12,0,0,1,0.4,0.4,0,1,0,3,5,"60,0",1,4,1,1,0,26/08/2024
Gerard Moreno,Villarreal,7,ESP,FW,32,45,0,1,0,0,3,1,0,0,25,1,0,0,0.2,0.2,1.2,5,1,18,22,"81,8",5,11,0,0,0,26/08/2024
Ayoze Pérez,Villarreal,22,ESP,FW,31,45,0,0,0,0,1,0,0,0,14,1,0,0,0,0,0.1,2,0,8,9,"88,9",2,9,0,2,1,26/08/2024
Alex Baena,Villarreal,16,ESP,LM,23,71,0,0,0,0,4,2,0,0,44,0,1,1,0.5,0.5,0.5,11,0,21,35,"60,0",5,22,3,1,0,26/08/2024
Pape Gueye,Villarreal,18,SEN,CM,25,19,0,0,0,0,1,1,1,0,16,0,0,0,0,0,0,1,0,10,15,"66,7",2,9,0,0,0,26/08/2024
Daniel Parejo,Villarreal,10,ESP,CM,35,90,1,0,0,1,1,1,0,0,65,2,0,1,0.9,0,0,4,2,51,57,"89,5",6,28,0,1,1,26/08/2024
Santi Comesaña,Villarreal,14,ESP,"CM,LM",27,90,0,0,0,0,2,0,0,0,77,2,2,3,0.1,0.1,0,4,0,57,61,"93,4",9,42,1,1,0,26/08/2024
Yeremi Pino,Villarreal,21,ESP,RM,21,57,0,0,0,0,2,0,0,0,31,1,0,0,0.3,0.3,0,1,0,23,26,"88,5",1,17,1,0,0,26/08/2024
Nicolas Pépé,Villarreal,19,CIV,RM,29,33,0,0,0,0,1,1,1,0,14,0,0,0,0.1,0.1,0,2,0,10,11,"90,9",0,9,2,1,1,26/08/2024
Sergi Cardona,Villarreal,23,ESP,LB,25,90,1,1,0,0,3,1,0,0,58,3,1,4,1,1,0.5,7,1,37,45,"82,2",5,23,2,0,0,26/08/2024
Eric Bailly,Villarreal,4,CIV,CB,30,57,0,0,0,0,1,0,0,0,44,1,1,2,0.1,0.1,0,1,0,34,37,"91,9",3,23,0,0,0,26/08/2024
Logan Costa,Villarreal,2,CPV,CB,23,33,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,17,18,"94,4",0,6,0,0,0,26/08/2024
Raúl Albiol,Villarreal,3,ESP,CB,38,90,0,0,0,0,0,0,1,0,52,1,0,1,0,0,0,0,0,42,42,"100,0",1,26,0,0,0,26/08/2024
Kiko Femenía,Villarreal,17,ESP,RB,33,90,0,0,0,0,1,0,1,0,86,1,1,4,0,0,0.1,2,0,64,73,"87,7",14,46,6,1,1,26/08/2024
Diego Conde,Villarreal,13,ESP,GK,25,90,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,16,17,"94,1",0,8,0,0,0,26/08/2024
Kelechi Iheanacho,Sevilla,9,NGA,FW,27,61,0,0,0,0,2,1,0,0,12,0,0,0,0.1,0.1,0.1,3,0,5,7,"71,4",0,6,1,0,0,27/08/2024
Isaac Romero,Sevilla,7,ESP,FW,24,29,0,0,0,0,1,0,0,0,9,0,0,0,0.1,0.1,0,0,0,5,6,"83,3",0,4,0,0,0,27/08/2024
